50-1-0           &     50        &     12        &     3         &&    454       &     454       &     0.00      &     6.32      &     78434     &     66333     &     0         \\    
50-1-1           &     50        &     12        &     3         &&    605       &     605       &     0.00      &     5.50      &     71745     &     59970     &     0         \\    
50-1-2           &     50        &     13        &     3         &&    1585      &     1585      &     0.00      &     8.70      &     151656    &     100911    &     0         \\    
50-1-3           &     50        &     11        &     3         &&    456       &     456       &     0.00      &     6.40      &     75546     &     62826     &     0         \\    
50-1-4           &     50        &     12        &     3         &&    524       &     524       &     0.00      &     7.71      &     108304    &     82592     &     0         \\    
50-2-0           &     50        &     29        &     9         &&    2005      &     2097      &     4.59      &     1800.23   &     3075737   &     1917301   &     0         \\    
50-2-1           &     50        &     26        &     9         &&    2042      &     2176      &     6.56      &     1800.09   &     3183249   &     2240831   &     0         \\    
50-2-2           &     50        &     28        &     9         &&    2510      &     2522      &     0.52      &     1800.10   &     9203676   &     4701271   &     0         \\    
50-2-3           &     50        &     20        &     9         &&    2454      &     2454      &     0.00      &     1160.27   &     6409935   &     3502146   &     0         \\    
50-2-4           &     50        &     26        &     9         &&    1994      &     1994      &     0.00      &     428.43    &     886368    &     527883    &     0         \\    
50-3-0           &     50        &     36        &     10        &&    2819      &     2823      &     0.14      &     1800.17   &     6858932   &     4402764   &     0         \\    
50-3-1           &     50        &     32        &     10        &&    2534      &     2568      &     1.34      &     1800.13   &     5799046   &     3110235   &     0         \\    
50-3-2           &     50        &     46        &     10        &&    2648      &     2648      &     0.00      &     70.80     &     268630    &     252109    &     0         \\    
50-3-3           &     50        &     28        &     10        &&    2303      &     2303      &     0.00      &     330.06    &     2269154   &     1358037   &     0         \\    
50-3-4           &     50        &     42        &     10        &&    2442      &     2442      &     0.00      &     15.52     &     117165    &     108068    &     0         \\    
50-4-0           &     50        &     51        &     5         &&    2151      &     2151      &     0.00      &     103.35    &     750986    &     479669    &     0         \\    
50-4-1           &     50        &     41        &     5         &&    2227      &     2227      &     0.00      &     13.76     &     87464     &     68968     &     0         \\    
50-4-2           &     50        &     49        &     5         &&    2709      &     2709      &     0.00      &     216.54    &     1085750   &     636630    &     0         \\    
50-4-3           &     50        &     53        &     5         &&    2256      &     2256      &     0.00      &     8.64      &     71563     &     53341     &     0         \\    
50-4-4           &     50        &     48        &     5         &&    2286      &     2286      &     0.00      &     21.57     &     181319    &     117597    &     0         \\    
50-5-0           &     50        &     58        &     7         &&    2612      &     2612      &     0.00      &     1.07      &     9522      &     10014     &     0         \\    
50-5-1           &     50        &     54        &     7         &&    2313      &     2313      &     0.00      &     51.51     &     177157    &     136695    &     0         \\    
50-5-2           &     50        &     57        &     7         &&    2856      &     2856      &     0.00      &     11.67     &     82570     &     81498     &     0         \\    
50-5-3           &     50        &     64        &     7         &&    2205      &     2205      &     0.00      &     9.95      &     66674     &     67501     &     0         \\    
50-5-4           &     50        &     61        &     7         &&    2514      &     2514      &     0.00      &     0.46      &     5361      &     5584      &     0         \\    
50-6-0           &     50        &     77        &     5         &&    2572      &     2572      &     0.00      &     0.00      &     1         &     0         &     0         \\    
50-6-1           &     50        &     68        &     5         &&    2573      &     2573      &     0.00      &     0.00      &     1         &     31        &     0         \\    
50-6-2           &     50        &     81        &     5         &&    2236      &     2236      &     0.00      &     0.01      &     12        &     46        &     0         \\    
50-6-3           &     50        &     72        &     5         &&    2421      &     2421      &     0.00      &     13.53     &     67069     &     68001     &     0         \\    
50-6-4           &     50        &     76        &     5         &&    2392      &     2392      &     0.00      &     0.00      &     1         &     0         &     0         \\    
