100-1-0          &     100       &     52        &     7         &&    2562      &     2562      &     0.00      &     5.95      &     3789      &     23591     &     24695     \\    
100-1-1          &     100       &     42        &     7         &&    2228      &     2228      &     0.00      &     7.65      &     2644      &     14428     &     14996     \\    
100-1-2          &     100       &     38        &     7         &&    1847      &     1847      &     0.00      &     4.18      &     2197      &     14220     &     14470     \\    
100-1-3          &     100       &     52        &     7         &&    2558      &     2558      &     0.00      &     19.12     &     11751     &     37593     &     49493     \\    
100-1-4          &     100       &     42        &     7         &&    1976      &     1976      &     0.00      &     3.92      &     2481      &     14664     &     15676     \\    
100-2-0          &     100       &     87        &     2         &&    3841      &     3841      &     0.00      &     19.16     &     43518     &     64280     &     60164     \\    
100-2-1          &     100       &     95        &     2         &&    5006      &     5006      &     0.00      &     72.38     &     419738    &     527640    &     526040    \\    
100-2-2          &     100       &     110       &     2         &&    4521      &     4521      &     0.00      &     28.97     &     50841     &     92542     &     81860     \\    
100-2-3          &     100       &     100       &     2         &&    4327      &     4327      &     0.00      &     3.94      &     15096     &     27789     &     25729     \\    
100-2-4          &     100       &     101       &     2         &&    3856      &     3856      &     0.00      &     47.17     &     71858     &     130662    &     118508    \\    
100-3-0          &     100       &     130       &     10        &&    4972      &     4972      &     0.00      &     150.66    &     128041    &     1239123   &     1231422   \\    
100-3-1          &     100       &     153       &     10        &&    5138      &     5138      &     0.00      &     1572.42   &     330201    &     2148705   &     2090663   \\    
100-3-2          &     100       &     136       &     10        &&    -9223372036854775808  &     5344      &     999999999999999977049513265245336628446842719924150006129995974731993452180789911303261294481511546880.00  &     1801.06   &     401339    &     3250942   &     3246416   \\    
100-3-3          &     100       &     116       &     10        &&    -9223372036854775808  &     4638      &     999999999999999977049513265245336628446842719924150006129995974731993452180789911303261294481511546880.00  &     1801.03   &     447648    &     2407594   &     2373687   \\    
100-3-4          &     100       &     155       &     10        &&    -9223372036854775808  &     4662      &     999999999999999977049513265245336628446842719924150006129995974731993452180789911303261294481511546880.00  &     1801.05   &     347130    &     2611492   &     2552581   \\    
100-4-0          &     100       &     197       &     9         &&    5161      &     5161      &     0.00      &     0.01      &     1         &     18        &     0         \\    
100-4-1          &     100       &     183       &     9         &&    5431      &     5431      &     0.00      &     5.00      &     9058      &     78159     &     69277     \\    
100-4-2          &     100       &     216       &     9         &&    4897      &     4897      &     0.00      &     0.00      &     1         &     10        &     0         \\    
