100-1-0          &     100       &     52        &     7         &&    3922      &     4218      &     7.55      &     1800.20   &     3499730   &     2616973   &     0         \\    
100-1-1          &     100       &     42        &     7         &&    4729      &     4729      &     0.00      &     51.29     &     256097    &     257358    &     0         \\    
100-1-2          &     100       &     38        &     7         &&    4597      &     4597      &     0.00      &     41.54     &     232629    &     232352    &     0         \\    
100-1-3          &     100       &     52        &     7         &&    4526      &     4526      &     0.00      &     59.26     &     266406    &     267284    &     0         \\    
100-1-4          &     100       &     42        &     7         &&    3638      &     3638      &     0.00      &     1560.22   &     6647266   &     3732532   &     0         \\    
100-2-0          &     100       &     87        &     2         &&    3841      &     3841      &     0.00      &     34.45     &     126475    &     92723     &     0         \\    
100-2-1          &     100       &     95        &     2         &&    4665      &     4665      &     0.00      &     20.36     &     51621     &     53614     &     0         \\    
100-2-2          &     100       &     110       &     2         &&    4521      &     4521      &     0.00      &     30.81     &     36173     &     32297     &     0         \\    
100-2-3          &     100       &     100       &     2         &&    3946      &     3946      &     0.00      &     89.26     &     198801    &     143898    &     0         \\    
100-2-4          &     100       &     101       &     2         &&    3856      &     3856      &     0.00      &     45.66     &     92497     &     88083     &     0         \\    
100-3-0          &     100       &     130       &     10        &&    -9223372036854775808  &     4971      &     999999999999999977049513265245336628446842719924150006129995974731993452180789911303261294481511546880.00  &     1800.39   &     885530    &     890369    &     0         \\    
100-3-1          &     100       &     153       &     10        &&    5138      &     5138      &     0.00      &     83.30     &     298412    &     299215    &     0         \\    
100-3-2          &     100       &     136       &     10        &&    5345      &     5345      &     0.00      &     0.03      &     1         &     81        &     0         \\    
100-3-3          &     100       &     116       &     10        &&    4622      &     4639      &     0.37      &     1800.09   &     719521    &     600456    &     0         \\    
100-3-4          &     100       &     155       &     10        &&    4663      &     4663      &     0.00      &     0.02      &     1         &     38        &     0         \\    
100-4-0          &     100       &     197       &     9         &&    5161      &     5161      &     0.00      &     0.01      &     1         &     18        &     0         \\    
100-4-1          &     100       &     183       &     9         &&    5431      &     5431      &     0.00      &     0.03      &     1         &     66        &     0         \\    
100-4-2          &     100       &     216       &     9         &&    4897      &     4897      &     0.00      &     0.00      &     1         &     10        &     0         \\    
100-4-3          &     100       &     189       &     9         &&    5752      &     5752      &     0.00      &     0.01      &     1         &     32        &     0         \\    
100-4-4          &     100       &     200       &     9         &&    4883      &     4883      &     0.00      &     0.01      &     1         &     20        &     0         \\    
100-5-0          &     100       &     247       &     6         &&    4918      &     4918      &     0.00      &     0.00      &     1         &     16        &     0         \\    
100-5-1          &     100       &     247       &     6         &&    4610      &     4610      &     0.00      &     0.00      &     1         &     0         &     0         \\    
100-5-2          &     100       &     247       &     6         &&    4881      &     4881      &     0.00      &     0.01      &     1         &     21        &     0         \\    
