50-1-0           &     50        &     12        &     3         &&    454       &     454       &     0.00      &     0.01      &     1         &     85        &     42        \\    
50-1-1           &     50        &     12        &     3         &&    605       &     605       &     0.00      &     0.02      &     1         &     91        &     57        \\    
50-1-2           &     50        &     13        &     3         &&    563       &     563       &     0.00      &     0.02      &     14        &     99        &     37        \\    
50-1-3           &     50        &     11        &     3         &&    456       &     456       &     0.00      &     0.02      &     20        &     78        &     39        \\    
50-1-4           &     50        &     12        &     3         &&    524       &     524       &     0.00      &     0.01      &     1         &     85        &     22        \\    
50-2-0           &     50        &     29        &     9         &&    1967      &     1967      &     0.00      &     2.66      &     3258      &     6703      &     14112     \\    
50-2-1           &     50        &     26        &     9         &&    1744      &     1744      &     0.00      &     0.66      &     121       &     518       &     973       \\    
50-2-2           &     50        &     28        &     9         &&    1922      &     1922      &     0.00      &     3.68      &     5329      &     12630     &     24037     \\    
50-2-3           &     50        &     20        &     9         &&    1661      &     1661      &     0.00      &     0.18      &     1         &     224       &     281       \\    
50-2-4           &     50        &     26        &     9         &&    1684      &     1684      &     0.00      &     3.99      &     2357      &     9641      &     15388     \\    
50-3-0           &     50        &     36        &     10        &&    2653      &     2653      &     0.00      &     213.23    &     217911    &     720723    &     1019915   \\    
50-3-1           &     50        &     32        &     10        &&    2180      &     2180      &     0.00      &     13.75     &     6508      &     20989     &     33805     \\    
50-3-2           &     50        &     46        &     10        &&    2648      &     2648      &     0.00      &     42.53     &     93771     &     722606    &     741544    \\    
50-3-3           &     50        &     28        &     10        &&    1912      &     1912      &     0.00      &     19.99     &     25725     &     78254     &     132919    \\    
50-3-4           &     50        &     42        &     10        &&    2306      &     2396      &     3.90      &     1800.92   &     1675389   &     8244537   &     12495877  \\    
50-4-0           &     50        &     51        &     5         &&    2113      &     2113      &     0.00      &     268.66    &     767392    &     1845593   &     1870176   \\    
50-4-1           &     50        &     41        &     5         &&    2124      &     2124      &     0.00      &     88.32     &     284284    &     708777    &     728746    \\    
50-4-2           &     50        &     49        &     5         &&    2709      &     2709      &     0.00      &     355.77    &     959747    &     2127152   &     2301657   \\    
50-4-3           &     50        &     53        &     5         &&    2220      &     2220      &     0.00      &     40.43     &     107648    &     248468    &     299270    \\    
50-4-4           &     50        &     48        &     5         &&    2273      &     2273      &     0.00      &     55.73     &     153330    &     362990    &     408299    \\    
50-5-0           &     50        &     58        &     7         &&    2612      &     2612      &     0.00      &     71.77     &     83945     &     414484    &     424248    \\    
50-5-1           &     50        &     54        &     7         &&    2313      &     2313      &     0.00      &     96.45     &     128946    &     484924    &     501469    \\    
50-5-2           &     50        &     57        &     7         &&    2856      &     2856      &     0.00      &     9.05      &     28967     &     184875    &     183193    \\    
50-5-3           &     50        &     64        &     7         &&    2205      &     2205      &     0.00      &     0.01      &     1         &     36        &     5         \\    
50-5-4           &     50        &     61        &     7         &&    2514      &     2514      &     0.00      &     18.09     &     45809     &     265387    &     261291    \\    
50-6-0           &     50        &     77        &     5         &&    2572      &     2572      &     0.00      &     0.00      &     1         &     0         &     0         \\    
50-6-1           &     50        &     68        &     5         &&    2573      &     2573      &     0.00      &     0.00      &     1         &     31        &     0         \\    
50-6-2           &     50        &     81        &     5         &&    2236      &     2236      &     0.00      &     0.01      &     1         &     40        &     7         \\    
50-6-3           &     50        &     72        &     5         &&    2421      &     2421      &     0.00      &     9.09      &     25204     &     112719    &     105433    \\    
50-6-4           &     50        &     76        &     5         &&    2392      &     2392      &     0.00      &     0.00      &     1         &     0         &     0         \\    
